Multiplier type,Variable,Industry,UOM,VALUE
Total multiplier,Labour income of unincorporated sector,Other metal ore mining [BS212290],Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,Stone mining and quarrying [BS212310],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying [BS212320]",Per dollar of output,0.014
Total multiplier,Labour income of unincorporated sector,Diamond mining [BS212392],Per dollar of output,0.01
Total multiplier,Labour income of unincorporated sector,Other non-metallic mineral mining and quarrying (except diamond and potash) [BS21239A],Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,Potash mining [BS212396],Per dollar of output,0.003
Total multiplier,Labour income of unincorporated sector,Support activities for oil and gas extraction [BS21311A],Per dollar of output,0.01
Total multiplier,Labour income of unincorporated sector,Support activities for mining [BS21311B],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,"Electric power generation, transmission and distribution [BS221100]",Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,Natural gas distribution [BS221200],Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,"Water, sewage and other systems [BS221300]",Per dollar of output,0.025
Total multiplier,Labour income of unincorporated sector,Residential building construction [BS23A000],Per dollar of output,0.052
Total multiplier,Labour income of unincorporated sector,Non-residential building construction [BS23B000],Per dollar of output,0.032
Total multiplier,Labour income of unincorporated sector,Transportation engineering construction [BS23C100],Per dollar of output,0.024
Total multiplier,Labour income of unincorporated sector,Oil and gas engineering construction [BS23C200],Per dollar of output,0.019
Total multiplier,Labour income of unincorporated sector,Electric power engineering construction [BS23C300],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Communication engineering construction [BS23C400],Per dollar of output,0.011
Total multiplier,Labour income of unincorporated sector,Other engineering construction [BS23C500],Per dollar of output,0.015
Total multiplier,Labour income of unincorporated sector,Repair construction [BS23D000],Per dollar of output,0.049
Total multiplier,Labour income of unincorporated sector,Other activities of the construction industry [BS23E000],Per dollar of output,0.075
Total multiplier,Labour income of unincorporated sector,Animal food manufacturing [BS311100],Per dollar of output,0.016
Total multiplier,Labour income of unincorporated sector,Grain and oilseed milling [BS311200],Per dollar of output,0.017
Total multiplier,Labour income of unincorporated sector,Sugar and confectionery product manufacturing [BS311300],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Fruit and vegetable preserving and specialty food manufacturing [BS311400],Per dollar of output,0.011
Total multiplier,Labour income of unincorporated sector,Dairy product manufacturing [BS311500],Per dollar of output,0.033
Total multiplier,Labour income of unincorporated sector,Meat product manufacturing [BS311600],Per dollar of output,0.036
Total multiplier,Labour income of unincorporated sector,Seafood product preparation and packaging [BS311700],Per dollar of output,0.023
Total multiplier,Labour income of unincorporated sector,Bakeries and tortilla manufacturing [BS311800],Per dollar of output,0.014
Total multiplier,Labour income of unincorporated sector,Other food manufacturing [BS311900],Per dollar of output,0.012
Total multiplier,Labour income of unincorporated sector,Soft drink and ice manufacturing [BS312110],Per dollar of output,0.01
Total multiplier,Labour income of unincorporated sector,Breweries [BS312120],Per dollar of output,0.01
Total multiplier,Labour income of unincorporated sector,Wineries and distilleries [BS3121A0],Per dollar of output,0.01
Total multiplier,Labour income of unincorporated sector,Tobacco and cannabis product manufacturing [BS312A00],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Textile and textile product mills [BS31A000],Per dollar of output,0.012
Total multiplier,Labour income of unincorporated sector,Clothing and leather and allied product manufacturing [BS31B000],Per dollar of output,0.022
Total multiplier,Labour income of unincorporated sector,Sawmills and wood preservation [BS321100],Per dollar of output,0.011
Total multiplier,Labour income of unincorporated sector,"Veneer, plywood and engineered wood product manufacturing [BS321200]",Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,Other wood product manufacturing [BS321900],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,"Pulp, paper and paperboard mills [BS322100]",Per dollar of output,0.01
Total multiplier,Labour income of unincorporated sector,Converted paper product manufacturing [BS322200],Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,Printing and related support activities [BS323000],Per dollar of output,0.014
Total multiplier,Labour income of unincorporated sector,Petroleum refineries [BS324110],Per dollar of output,0.004
Total multiplier,Labour income of unincorporated sector,Petroleum and coal product manufacturing (except petroleum refineries) [BS3241A0],Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,Basic chemical manufacturing [BS325100],Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS325200]",Per dollar of output,0.006
Total multiplier,Labour income of unincorporated sector,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS325300]",Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,Pharmaceutical and medicine manufacturing [BS325400],Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,"Paint, coating and adhesive manufacturing [BS325500]",Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,"Soap, cleaning compound and toilet preparation manufacturing [BS325600]",Per dollar of output,0.01
Total multiplier,Labour income of unincorporated sector,Other chemical product manufacturing [BS325900],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Plastic product manufacturing [BS326100],Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,Rubber product manufacturing [BS326200],Per dollar of output,0.006
Total multiplier,Labour income of unincorporated sector,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A00],Per dollar of output,0.012
Total multiplier,Labour income of unincorporated sector,Cement and concrete product manufacturing [BS327300],Per dollar of output,0.011
Total multiplier,Labour income of unincorporated sector,Iron and steel mills and ferro-alloy manufacturing [BS331100],Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,Steel product manufacturing from purchased steel [BS331200],Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,Alumina and aluminum production and processing [BS331300],Per dollar of output,0.005
Total multiplier,Labour income of unincorporated sector,Non-ferrous metal (except aluminum) production and processing [BS331400],Per dollar of output,0.005
Total multiplier,Labour income of unincorporated sector,Foundries [BS331500],Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,"Forging, stamping and other fabricated metal product manufacturing [BS332B00]",Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Architectural and structural metals manufacturing [BS332300],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,"Boiler, tank and shipping container manufacturing [BS332400]",Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,"Machine shops, turned product, and screw, nut and bolt manufacturing [BS332700]",Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,"Coating, engraving, cold and heat treating and allied activities [BS332800]",Per dollar of output,0.011
Total multiplier,Labour income of unincorporated sector,"Agricultural, construction and mining machinery manufacturing [BS333100]",Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Industrial machinery manufacturing [BS333200],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Commercial and service industry machinery manufacturing [BS333300],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing [BS333400]",Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,Metalworking machinery manufacturing [BS333500],Per dollar of output,0.01
Total multiplier,Labour income of unincorporated sector,"Engine, turbine and power transmission equipment manufacturing [BS333600]",Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Other general-purpose machinery manufacturing [BS333900],Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,Computer and other electronic product manufacturing [BS334C00],Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,Communications equipment manufacturing [BS334200],Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,Semiconductor and other electronic component manufacturing [BS334400],Per dollar of output,0.008
Total multiplier,Labour income of unincorporated sector,Electric lighting equipment and household appliance manufacturing [BS335B00],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Electrical equipment manufacturing [BS335300],Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,Other electrical equipment and component manufacturing [BS335900],Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,Automobile and light-duty motor vehicle manufacturing [BS336110],Per dollar of output,0.004
Total multiplier,Labour income of unincorporated sector,Heavy-duty truck manufacturing [BS336120],Per dollar of output,0.005
Total multiplier,Labour income of unincorporated sector,Motor vehicle body and trailer manufacturing [BS336200],Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,Motor vehicle parts manufacturing [BS336300],Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,Aerospace product and parts manufacturing [BS336400],Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,Railroad rolling stock manufacturing [BS336500],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Ship and boat building [BS336600],Per dollar of output,0.011
Total multiplier,Labour income of unincorporated sector,Other transportation equipment manufacturing [BS336900],Per dollar of output,0.007
Total multiplier,Labour income of unincorporated sector,Household and institutional furniture and kitchen cabinet manufacturing [BS337100],Per dollar of output,0.021
Total multiplier,Labour income of unincorporated sector,Office furniture (including fixtures) manufacturing [BS337200],Per dollar of output,0.011
Total multiplier,Labour income of unincorporated sector,Other furniture-related product manufacturing [BS337900],Per dollar of output,0.012
Total multiplier,Labour income of unincorporated sector,Medical equipment and supplies manufacturing [BS339100],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,Other miscellaneous manufacturing [BS339900],Per dollar of output,0.014
Total multiplier,Labour income of unincorporated sector,Farm product merchant wholesalers [BS411000],Per dollar of output,0.016
Total multiplier,Labour income of unincorporated sector,"Petroleum, petroleum products, and other hydrocarbons merchant wholesalers [BS412000]",Per dollar of output,0.018
Total multiplier,Labour income of unincorporated sector,"Food, beverage and tobacco merchant wholesalers [BS413000]",Per dollar of output,0.017
Total multiplier,Labour income of unincorporated sector,Personal and household goods merchant wholesalers [BS414000],Per dollar of output,0.017
Total multiplier,Labour income of unincorporated sector,Motor vehicle and motor vehicle parts and accessories merchant wholesalers [BS415000],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,Building material and supplies merchant wholesalers [BS416000],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,"Machinery, equipment and supplies merchant wholesalers [BS417000]",Per dollar of output,0.014
Total multiplier,Labour income of unincorporated sector,Miscellaneous merchant wholesalers [BS418000],Per dollar of output,0.015
Total multiplier,Labour income of unincorporated sector,"Business-to-business electronic markets, and agents and brokers [BS419000]",Per dollar of output,0.024
Total multiplier,Labour income of unincorporated sector,Motor vehicle and parts dealers [BS441000],Per dollar of output,0.038
Total multiplier,Labour income of unincorporated sector,Building material and garden equipment and supplies dealers [BS444000],Per dollar of output,0.028
Total multiplier,Labour income of unincorporated sector,Food and beverage retailers [BS445000],Per dollar of output,0.03
Total multiplier,Labour income of unincorporated sector,"Furniture, home furnishings, electronics and appliances retailers [BS449000]",Per dollar of output,0.018
Total multiplier,Labour income of unincorporated sector,General merchandise retailers [BS455000],Per dollar of output,0.014
Total multiplier,Labour income of unincorporated sector,Health and personal care retailers [BS456000],Per dollar of output,0.016
Total multiplier,Labour income of unincorporated sector,Gasoline stations and fuel vendors [BS457000],Per dollar of output,0.012
Total multiplier,Labour income of unincorporated sector,"Clothing, clothing accessories, shoes, jewelry, luggage and leather goods retailers [BS458000]",Per dollar of output,0.015
Total multiplier,Labour income of unincorporated sector,"Sporting goods, hobby, musical instrument, book, and miscellaneous retailers (except cannabis) [BS459A00]",Per dollar of output,0.017
Total multiplier,Labour income of unincorporated sector,Cannabis retailers (licensed) [BS459BL0],Per dollar of output,0.015
Total multiplier,Labour income of unincorporated sector,Cannabis retailers (unlicensed) [BS459BU0],Per dollar of output,0.003
Total multiplier,Labour income of unincorporated sector,Air transportation [BS481000],Per dollar of output,0.01
Total multiplier,Labour income of unincorporated sector,Rail transportation [BS482000],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Water transportation [BS483000],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,Truck transportation [BS484000],Per dollar of output,0.026
Total multiplier,Labour income of unincorporated sector,Urban transit systems [BS485100],Per dollar of output,0.037
Total multiplier,Labour income of unincorporated sector,Other transit and ground passenger transportation and scenic and sightseeing transportation [BS48A000],Per dollar of output,0.019
Total multiplier,Labour income of unincorporated sector,Taxi and limousine service [BS485300],Per dollar of output,0.191
Total multiplier,Labour income of unincorporated sector,Crude oil and other pipeline transportation [BS486A00],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Pipeline transportation of natural gas [BS486200],Per dollar of output,0.006
Total multiplier,Labour income of unincorporated sector,Support activities for transportation [BS488000],Per dollar of output,0.018
Total multiplier,Labour income of unincorporated sector,Postal service [BS491000],Per dollar of output,0.011
Total multiplier,Labour income of unincorporated sector,Couriers and messengers [BS492000],Per dollar of output,0.054
Total multiplier,Labour income of unincorporated sector,Warehousing and storage [BS493000],Per dollar of output,0.014
Total multiplier,Labour income of unincorporated sector,Motion picture and video industries (except exhibition) [BS5121A0],Per dollar of output,0.058
Total multiplier,Labour income of unincorporated sector,Motion picture and video exhibition [BS512130],Per dollar of output,0.025
Total multiplier,Labour income of unincorporated sector,Sound recording industries [BS512200],Per dollar of output,0.057
Total multiplier,Labour income of unincorporated sector,Newspaper publishers [BS513110],Per dollar of output,0.015
Total multiplier,Labour income of unincorporated sector,"Periodical, book and directory publishers [BS5131A0]",Per dollar of output,0.048
Total multiplier,Labour income of unincorporated sector,Software publishers [BS513200],Per dollar of output,0.016
Total multiplier,Labour income of unincorporated sector,Radio and television broadcasting stations [BS516100],Per dollar of output,0.037
Total multiplier,Labour income of unincorporated sector,Pay and specialty television [BS516211],Per dollar of output,0.028
Total multiplier,Labour income of unincorporated sector,Media streaming distribution services and other media content providers [BS51621A],Per dollar of output,0.043
Total multiplier,Labour income of unincorporated sector,Telecommunications [BS517000],Per dollar of output,0.01
Total multiplier,Labour income of unincorporated sector,"Computing infrastructure providers, data processing, web hosting, and related services [BS518000]",Per dollar of output,0.016
Total multiplier,Labour income of unincorporated sector,"Web search portals, libraries, archives, and all other information services [BS519000]",Per dollar of output,0.019
Total multiplier,Labour income of unincorporated sector,Monetary authorities - central bank [BS521000],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,Banking and other depository credit intermediation [BS5221A0],Per dollar of output,0.01
Total multiplier,Labour income of unincorporated sector,Credit unions [BS522B00],Per dollar of output,0.018
Total multiplier,Labour income of unincorporated sector,Non-depository credit intermediation [BS522200],Per dollar of output,0.022
Total multiplier,Labour income of unincorporated sector,Financial auxiliaries [BS52C000],Per dollar of output,0.043
Total multiplier,Labour income of unincorporated sector,Other financial intermediaries [BS52D000],Per dollar of output,0.034
Total multiplier,Labour income of unincorporated sector,Insurance carriers [BS524100],Per dollar of output,0.022
Total multiplier,Labour income of unincorporated sector,Funds and other financial vehicles (except securitization vehicles) [BS526A00],Per dollar of output,0.035
Total multiplier,Labour income of unincorporated sector,Lessors of real estate [BS531100],Per dollar of output,0.017
Total multiplier,Labour income of unincorporated sector,Offices of real estate agents and brokers and activities related to real estate [BS531A00],Per dollar of output,0.122
Total multiplier,Labour income of unincorporated sector,Owner-occupied dwellings [BS5311A0],Per dollar of output,0.004
Total multiplier,Labour income of unincorporated sector,Automotive equipment rental and leasing [BS532100],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,Rental and leasing services (except automotive equipment) [BS532A00],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,Lessors of non-financial intangible assets (except copyrighted works) [BS533000],Per dollar of output,0.017
Total multiplier,Labour income of unincorporated sector,Legal services [BS541100],Per dollar of output,0.118
Total multiplier,Labour income of unincorporated sector,"Accounting, tax preparation, bookkeeping and payroll services [BS541200]",Per dollar of output,0.123
Total multiplier,Labour income of unincorporated sector,"Architectural, engineering and related services [BS541300]",Per dollar of output,0.028
Total multiplier,Labour income of unincorporated sector,Specialized design services [BS541400],Per dollar of output,0.242
Total multiplier,Labour income of unincorporated sector,Computer systems design and related services [BS541500],Per dollar of output,0.031
Total multiplier,Labour income of unincorporated sector,"Management, scientific and technical consulting services [BS541600]",Per dollar of output,0.069
Total multiplier,Labour income of unincorporated sector,Scientific research and development services [BS541700],Per dollar of output,0.022
Total multiplier,Labour income of unincorporated sector,"Advertising, public relations, and related services [BS541800]",Per dollar of output,0.061
Total multiplier,Labour income of unincorporated sector,"Other professional, scientific and technical services [BS541900]",Per dollar of output,0.077
Total multiplier,Labour income of unincorporated sector,Holding companies [BS551113],Per dollar of output,0.023
Total multiplier,Labour income of unincorporated sector,Office administrative services [BS561100],Per dollar of output,0.019
Total multiplier,Labour income of unincorporated sector,Facilities and other support services [BS561A00],Per dollar of output,0.016
Total multiplier,Labour income of unincorporated sector,Employment services [BS561300],Per dollar of output,0.021
Total multiplier,Labour income of unincorporated sector,Business support services [BS561400],Per dollar of output,0.029
Total multiplier,Labour income of unincorporated sector,Travel arrangement and reservation services [BS561500],Per dollar of output,0.035
Total multiplier,Labour income of unincorporated sector,Investigation and security services [BS561600],Per dollar of output,0.019
Total multiplier,Labour income of unincorporated sector,Services to buildings and dwellings [BS561700],Per dollar of output,0.071
Total multiplier,Labour income of unincorporated sector,Waste management and remediation services [BS562000],Per dollar of output,0.017
Total multiplier,Labour income of unincorporated sector,Educational services [BS610000],Per dollar of output,0.078
Total multiplier,Labour income of unincorporated sector,Offices of physicians [BS621100],Per dollar of output,0.142
Total multiplier,Labour income of unincorporated sector,Offices of dentists [BS621200],Per dollar of output,0.053
Total multiplier,Labour income of unincorporated sector,Miscellaneous ambulatory health care services [BS621A00],Per dollar of output,0.19
Total multiplier,Labour income of unincorporated sector,Nursing and residential care facilities [BS623000],Per dollar of output,0.027
Total multiplier,Labour income of unincorporated sector,Social assistance [BS624000],Per dollar of output,0.156
Total multiplier,Labour income of unincorporated sector,"Performing arts, spectator sports and related industries, and heritage institutions [BS71A000]",Per dollar of output,0.118
Total multiplier,Labour income of unincorporated sector,Amusement and recreation industries [BS713A00],Per dollar of output,0.031
Total multiplier,Labour income of unincorporated sector,Gambling industries [BS713200],Per dollar of output,0.017
Total multiplier,Labour income of unincorporated sector,Traveller accommodation [BS721100],Per dollar of output,0.017
Total multiplier,Labour income of unincorporated sector,"Recreational vehicle (RV) parks, recreational camps, and rooming and boarding houses [BS721A00]",Per dollar of output,0.02
Total multiplier,Labour income of unincorporated sector,Food services and drinking places [BS722000],Per dollar of output,0.025
Total multiplier,Labour income of unincorporated sector,Automotive repair and maintenance [BS811100],Per dollar of output,0.04
Total multiplier,Labour income of unincorporated sector,Repair and maintenance (except automotive) [BS811A00],Per dollar of output,0.048
Total multiplier,Labour income of unincorporated sector,Personal care services and other personal services [BS812A00],Per dollar of output,0.084
Total multiplier,Labour income of unincorporated sector,Funeral services [BS812200],Per dollar of output,0.015
Total multiplier,Labour income of unincorporated sector,Dry cleaning and laundry services [BS812300],Per dollar of output,0.023
Total multiplier,Labour income of unincorporated sector,"Business, professional and other membership organizations [BS813000]",Per dollar of output,0.02
Total multiplier,Labour income of unincorporated sector,Private households [BS814000],Per dollar of output,0.011
Total multiplier,Labour income of unincorporated sector,Educational services [NP610000],Per dollar of output,0.012
Total multiplier,Labour income of unincorporated sector,Ambulatory health care services [NP621000],Per dollar of output,0.015
Total multiplier,Labour income of unincorporated sector,Social assistance [NP624000],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,"Arts, entertainment and recreation [NP710000]",Per dollar of output,0.016
Total multiplier,Labour income of unincorporated sector,Religious organizations [NP813100],Per dollar of output,0.015
Total multiplier,Labour income of unincorporated sector,"Grant-making, civic, and professional and similar organizations [NP813A00]",Per dollar of output,0.019
Total multiplier,Labour income of unincorporated sector,Other non-profit institutions serving households [NP999999],Per dollar of output,0.017
Total multiplier,Labour income of unincorporated sector,Elementary and secondary schools [GS611100],Per dollar of output,0.011
Total multiplier,Labour income of unincorporated sector,Community colleges and C.E.G.E.P.s [GS611200],Per dollar of output,0.014
Total multiplier,Labour income of unincorporated sector,Universities [GS611300],Per dollar of output,0.009
Total multiplier,Labour income of unincorporated sector,Ambulatory health care services and social assistance [GS62A000],Per dollar of output,0.03
Total multiplier,Labour income of unincorporated sector,Hospitals [GS622000],Per dollar of output,0.019
Total multiplier,Labour income of unincorporated sector,Nursing and residential care facilities [GS623000],Per dollar of output,0.017
Total multiplier,Labour income of unincorporated sector,Defence services [GS911100],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,Other federal government services (except defence) [GS911A00],Per dollar of output,0.016
Total multiplier,Labour income of unincorporated sector,Other provincial and territorial government services [GS912000],Per dollar of output,0.05
Total multiplier,Labour income of unincorporated sector,Other municipal government services [GS913000],Per dollar of output,0.013
Total multiplier,Labour income of unincorporated sector,Other Indigenous government services [GS914000],Per dollar of output,0.031
Total multiplier,Gross operating surplus,Total industries,Per dollar of output,0.448
Total multiplier,Gross operating surplus,"Crop production (except cannabis, greenhouse, nursery and floriculture production) [BS111A00]",Per dollar of output,0.695
Total multiplier,Gross operating surplus,"Greenhouse, nursery and floriculture production (except cannabis) [BS1114A0]",Per dollar of output,0.39
Total multiplier,Gross operating surplus,Cannabis production (licensed) [BS111CL0],Per dollar of output,0.388
Total multiplier,Gross operating surplus,Cannabis production (unlicensed) [BS111CU0],Per dollar of output,0.829
Total multiplier,Gross operating surplus,Animal production (except aquaculture) [BS112A00],Per dollar of output,0.504
Total multiplier,Gross operating surplus,Aquaculture [BS112500],Per dollar of output,0.485
Total multiplier,Gross operating surplus,Forestry and logging [BS113000],Per dollar of output,0.468
Total multiplier,Gross operating surplus,"Fishing, hunting and trapping [BS114000]",Per dollar of output,0.555
Total multiplier,Gross operating surplus,Support activities for crop and animal production [BS115A00],Per dollar of output,0.496
Total multiplier,Gross operating surplus,Support activities for forestry [BS115300],Per dollar of output,0.4
Total multiplier,Gross operating surplus,Oil and gas extraction (except oil sands) [BS211110],Per dollar of output,0.787
Total multiplier,Gross operating surplus,Oil sands extraction [BS211140],Per dollar of output,0.716
Total multiplier,Gross operating surplus,Coal mining [BS212100],Per dollar of output,0.731
Total multiplier,Gross operating surplus,Iron ore mining [BS212210],Per dollar of output,0.673
Total multiplier,Gross operating surplus,Gold and silver ore mining [BS212220],Per dollar of output,0.524
Total multiplier,Gross operating surplus,"Copper, nickel, lead and zinc ore mining [BS212230]",Per dollar of output,0.657
Total multiplier,Gross operating surplus,Other metal ore mining [BS212290],Per dollar of output,0.562
Total multiplier,Gross operating surplus,Stone mining and quarrying [BS212310],Per dollar of output,0.576
Total multiplier,Gross operating surplus,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying [BS212320]",Per dollar of output,0.465
Total multiplier,Gross operating surplus,Diamond mining [BS212392],Per dollar of output,0.526
Total multiplier,Gross operating surplus,Other non-metallic mineral mining and quarrying (except diamond and potash) [BS21239A],Per dollar of output,0.604
Total multiplier,Gross operating surplus,Potash mining [BS212396],Per dollar of output,0.856
Total multiplier,Gross operating surplus,Support activities for oil and gas extraction [BS21311A],Per dollar of output,0.553
Total multiplier,Gross operating surplus,Support activities for mining [BS21311B],Per dollar of output,0.377
Total multiplier,Gross operating surplus,"Electric power generation, transmission and distribution [BS221100]",Per dollar of output,0.732
Total multiplier,Gross operating surplus,Natural gas distribution [BS221200],Per dollar of output,0.71
Total multiplier,Gross operating surplus,"Water, sewage and other systems [BS221300]",Per dollar of output,0.511
Total multiplier,Gross operating surplus,Residential building construction [BS23A000],Per dollar of output,0.34
Total multiplier,Gross operating surplus,Non-residential building construction [BS23B000],Per dollar of output,0.323
Total multiplier,Gross operating surplus,Transportation engineering construction [BS23C100],Per dollar of output,0.383
Total multiplier,Gross operating surplus,Oil and gas engineering construction [BS23C200],Per dollar of output,0.363
Total multiplier,Gross operating surplus,Electric power engineering construction [BS23C300],Per dollar of output,0.477
Total multiplier,Gross operating surplus,Communication engineering construction [BS23C400],Per dollar of output,0.275
Total multiplier,Gross operating surplus,Other engineering construction [BS23C500],Per dollar of output,0.373
Total multiplier,Gross operating surplus,Repair construction [BS23D000],Per dollar of output,0.353
Total multiplier,Gross operating surplus,Other activities of the construction industry [BS23E000],Per dollar of output,0.606
Total multiplier,Gross operating surplus,Animal food manufacturing [BS311100],Per dollar of output,0.471
Total multiplier,Gross operating surplus,Grain and oilseed milling [BS311200],Per dollar of output,0.59
Total multiplier,Gross operating surplus,Sugar and confectionery product manufacturing [BS311300],Per dollar of output,0.369
Total multiplier,Gross operating surplus,Fruit and vegetable preserving and specialty food manufacturing [BS311400],Per dollar of output,0.348
Total multiplier,Gross operating surplus,Dairy product manufacturing [BS311500],Per dollar of output,0.468
Total multiplier,Gross operating surplus,Meat product manufacturing [BS311600],Per dollar of output,0.478
Total multiplier,Gross operating surplus,Seafood product preparation and packaging [BS311700],Per dollar of output,0.393
Total multiplier,Gross operating surplus,Bakeries and tortilla manufacturing [BS311800],Per dollar of output,0.368
Total multiplier,Gross operating surplus,Other food manufacturing [BS311900],Per dollar of output,0.345
Total multiplier,Gross operating surplus,Soft drink and ice manufacturing [BS312110],Per dollar of output,0.274
Total multiplier,Gross operating surplus,Breweries [BS312120],Per dollar of output,0.376
Total multiplier,Gross operating surplus,Wineries and distilleries [BS3121A0],Per dollar of output,0.32
Total multiplier,Gross operating surplus,Tobacco and cannabis product manufacturing [BS312A00],Per dollar of output,0.49
Total multiplier,Gross operating surplus,Textile and textile product mills [BS31A000],Per dollar of output,0.324
Total multiplier,Gross operating surplus,Clothing and leather and allied product manufacturing [BS31B000],Per dollar of output,0.321
Total multiplier,Gross operating surplus,Sawmills and wood preservation [BS321100],Per dollar of output,0.517
Total multiplier,Gross operating surplus,"Veneer, plywood and engineered wood product manufacturing [BS321200]",Per dollar of output,0.517
Total multiplier,Gross operating surplus,Other wood product manufacturing [BS321900],Per dollar of output,0.434
Total multiplier,Gross operating surplus,"Pulp, paper and paperboard mills [BS322100]",Per dollar of output,0.43
Total multiplier,Gross operating surplus,Converted paper product manufacturing [BS322200],Per dollar of output,0.331
Total multiplier,Gross operating surplus,Printing and related support activities [BS323000],Per dollar of output,0.323
Total multiplier,Gross operating surplus,Petroleum refineries [BS324110],Per dollar of output,0.596
Total multiplier,Gross operating surplus,Petroleum and coal product manufacturing (except petroleum refineries) [BS3241A0],Per dollar of output,0.391
Total multiplier,Gross operating surplus,Basic chemical manufacturing [BS325100],Per dollar of output,0.505
Total multiplier,Gross operating surplus,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS325200]",Per dollar of output,0.476
Total multiplier,Gross operating surplus,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS325300]",Per dollar of output,0.474
Total multiplier,Gross operating surplus,Pharmaceutical and medicine manufacturing [BS325400],Per dollar of output,0.316
Total multiplier,Gross operating surplus,"Paint, coating and adhesive manufacturing [BS325500]",Per dollar of output,0.262
Total multiplier,Gross operating surplus,"Soap, cleaning compound and toilet preparation manufacturing [BS325600]",Per dollar of output,0.295
Total multiplier,Gross operating surplus,Other chemical product manufacturing [BS325900],Per dollar of output,0.304
Total multiplier,Gross operating surplus,Plastic product manufacturing [BS326100],Per dollar of output,0.268
Total multiplier,Gross operating surplus,Rubber product manufacturing [BS326200],Per dollar of output,0.24
Total multiplier,Gross operating surplus,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A00],Per dollar of output,0.39
Total multiplier,Gross operating surplus,Cement and concrete product manufacturing [BS327300],Per dollar of output,0.41
Total multiplier,Gross operating surplus,Iron and steel mills and ferro-alloy manufacturing [BS331100],Per dollar of output,0.402
Total multiplier,Gross operating surplus,Steel product manufacturing from purchased steel [BS331200],Per dollar of output,0.308
Total multiplier,Gross operating surplus,Alumina and aluminum production and processing [BS331300],Per dollar of output,0.379
